"tourney_id","tourney_name","winner_ioc","winner_age","score","minutes"
"2011-580","Australian Open","FRA",24.38,"6-4 6-3 1-6 6-2",149
"2011-580","Australian Open","ESP",28.71,"1-6 6-3 6-3 6-3",153
"2011-580","Australian Open","UKR",25.03,"6-3 6-4 6-4",127
"2011-580","Australian Open","BEL",30.5,"6-4 6-0 6-1",99
"2011-580","Australian Open","SUI",29.44,"6-2 6-3 4-6 4-6 6-3",193
"2011-580","Australian Open","ESP",24.62,"6-2 7-5 6-3",150
"2011-580","Australian Open","CRO",22.3,"4-6 6-2 6-7(5) 7-6(2) 9-7",273
"2011-580","Australian Open","CAN",20.06,"6-4 7-5 4-6 6-4",166
"2011-580","Australian Open","ESP",28.79,"6-2 6-2 6-1",91
"2011-580","Australian Open","SWE",26.43,"6-3 6-1 6-4",118
"2011-580","Australian Open","UKR",22.19,"3-6 6-3 3-6 6-1 6-1",139
"2011-580","Australian Open","AUT",29.66,"6-7(5) 6-2 6-1 4-3 RET",141
"2011-580","Australian Open","GBR",23.68,"6-1 6-1 6-2",82
"2011-580","Australian Open","CZE",25.33,"6-2 7-6(3) 6-2",124
"2011-580","Australian Open","ESP",27.17,"6-2 6-4 6-3",120
"2011-580","Australian Open","ESP",25.41,"6-4 7-6(8) 6-3",126
"2011-580","Australian Open","SRB",23.66,"6-2 RET",40
"2011-580","Australian Open","USA",28.38,"2-6 7-6(2) 6-2 6-2",146
"2011-580","Australian Open","SUI",25.81,"7-6(4) 6-2 6-3",155
"2011-580","Australian Open","ESP",28.71,"5-7 6-2 6-4 6-2",184
"2011-580","Australian Open","SUI",29.44,"6-3 6-3 6-1",105
"2011-580","Australian Open","ESP",24.62,"6-2 6-4 6-3",151
"2011-580","Australian Open","ESP",28.79,"4-6 6-2 6-3 6-4",156
"2011-580","Australian Open","UKR",22.19,"1-6 6-3 6-1 4-6 6-2",156
"2011-580","Australian Open","GBR",23.68,"6-3 6-1 6-1",104
"2011-580","Australian Open","CZE",25.33,"6-4 6-2 6-3",118
"2011-580","Australian Open","SRB",23.66,"6-3 6-4 6-0",104
"2011-580","Australian Open","SUI",25.81,"6-3 6-4 6-4",142
"2011-580","Australian Open","SUI",29.44,"6-3 3-6 6-3 6-2",145
"2011-580","Australian Open","ESP",28.79,"6-4 6-2 6-3",153
"2011-580","Australian Open","GBR",23.68,"7-5 6-3 6-7(3) 6-3",186
"2011-580","Australian Open","SRB",23.66,"6-1 7-6(5) 6-1",152
"2011-580","Australian Open","SUI",29.44,"6-1 6-3 6-3",107
"2011-580","Australian Open","GBR",23.68,"4-6 7-6(2) 6-1 7-6(2)",226
"2011-580","Australian Open","SRB",23.66,"7-6(3) 7-5 6-4",180
"2011-580","Australian Open","SRB",23.66,"6-4 6-2 6-3",159
"2011-520","Roland Garros","RUS",28.08,"6-3 2-6 9-7",134
"2011-520","Roland Garros","RSA",30.96,"6-3 7-6(5)",115
"2011-520","Roland Garros","BRA",27.3,"7-6(3) 7-6(3)",135
"2011-520","Roland Garros","BEL",27.19,"6-7(8) 7-5 9-7",224
"2011-520","Roland Garros","CRO",23.26,"7-6(6) 7-6(12)",133
"2011-520","Roland Garros","ARG",21.23,"6-3 6-3",83
"2011-520","Roland Garros","RUS",21.03,"3-2 RET",28
"2011-520","Roland Garros","ITA",25.62,"1-6 6-3 6-1",111
"2011-520","Roland Garros","FRA",23.29,"7-5 1-6 9-7",137
"2011-520","Roland Garros","CZE",31.87,"6-1 3-6 6-0",93
"2011-520","Roland Garros","COL",25.07,"6-3 6-3",79
"2011-520","Roland Garros","ARG",24.02,"6-4 6-3",89
"2011-520","Roland Garros","UKR",23.7,"7-6(4) 6-1",97
"2011-520","Roland Garros","RUS",20.24,"6-3 6-4",75
"2011-520","Roland Garros","COL",24.33,"6-4 6-2",71
"2011-520","Roland Garros","FRA",31.01,"6-3 6-3",58
"2011-520","Roland Garros","GER",29.76,"7-5 3-6 6-4",109
"2011-520","Roland Garros","FRA",25.68,"6-4 7-6(5)",117
"2011-520","Roland Garros","FRA",25.85,"6-1 7-5",95
"2011-520","Roland Garros","ITA",29.43,"6-3 7-5",102
"2011-520","Roland Garros","CZE",30.28,"6-3 7-6(6)",111
"2011-520","Roland Garros","ESP",19.36,"4-6 7-6(2) 6-3",152
"2011-520","Roland Garros","ESP",29.31,"6-3 6-1",67
"2011-520","Roland Garros","USA",19.04,"6-7(6) 7-5 6-2",147
"2011-520","Roland Garros","GER",30.12,"6-3 7-6(5)",107
"2011-520","Roland Garros","ITA",33.78,"7-6(4) 6-1",102
"2011-520","Roland Garros","GER",25.26,"6-2 6-2",59
"2011-520","Roland Garros","COL",27.52,"6-3 6-7(4) 6-4",141
"2011-520","Roland Garros","NED",22.12,"6-4 6-4",60
"2011-520","Roland Garros","DEN",27.73,"6-2 6-3",56
"2011-520","Roland Garros","CHI",26.37,"7-6(5) 6-2",80
"2011-520","Roland Garros","BRA",22.98,"6-3 6-3",93
"2011-520","Roland Garros","GER",31.63,"6-3 6-2",73
"2011-520","Roland Garros","COL",28.35,"6-3 3-6 6-3",111
"2011-520","Roland Garros","ARG",29.67,"7-6(4) 6-2",103
"2011-520","Roland Garros","CZE",27,"4-6 6-2 6-1",107
"2011-520","Roland Garros","FRA",27.78,"7-6(4) 6-1",87
"2011-520","Roland Garros","ESP",23.1,"6-4 6-3",80
"2011-520","Roland Garros","AUS",25.79,"6-4 6-3",66
"2011-520","Roland Garros","TUR",23.95,"7-6(6) 6-3",97
"2011-520","Roland Garros","POL",29.02,"6-7(3) 6-1 6-0",139
"2011-520","Roland Garros","BRA",31.89,"6-7(6) 6-3 10-8",164
"2011-520","Roland Garros","GER",20.62,"6-4 7-6(2)",101
"2011-520","Roland Garros","GER",30.11,"2-6 6-0 7-5",109
"2011-520","Roland Garros","CZE",25.83,"6-1 6-1",48
"2011-520","Roland Garros","ROU",20.59,"6-4 6-4",80
"2011-520","Roland Garros","ROU",26.32,"7-6(6) 6-1",109
"2011-520","Roland Garros","FRA",34.14,"6-4 6-4",68
"2011-520","Roland Garros","FRA",29.9,"6-2 6-4",46
"2011-520","Roland Garros","ARG",18.99,"6-2 3-6 6-1",111
"2011-520","Roland Garros","SUI",27.82,"6-3 6-2",66
"2011-520","Roland Garros","GER",25.29,"7-6(2) 6-7(5) 6-3",159
"2011-520","Roland Garros","SRB",27.8,"6-4 6-7(3) 12-10",180
"2011-520","Roland Garros","CRO",23.67,"6-3 7-5",83
"2011-520","Roland Garros","FRA",28.45,"6-7(2) 6-4 6-1",147
"2011-520","Roland Garros","RSA",27.32,"6-1 7-6(3)",81
"2011-520","Roland Garros","CAN",26.65,"6-2 6-2",58
"2011-520","Roland Garros","ARG",25.08,"6-4 6-2",76
"2011-520","Roland Garros","ROU",28.99,"6-3 6-1",63
"2011-520","Roland Garros","LUX",28.04,"6-3 6-7(3) 6-3",113
"2011-520","Roland Garros","ESP",23.34,"4-6 7-5 6-4",162
"2011-520","Roland Garros","ARG",20.63,"6-3 6-4",80
"2011-520","Roland Garros","GER",27.79,"6-3 6-4",73
"2011-520","Roland Garros","CHI",28.14,"6-3 3-6 6-3",103
"2011-520","Roland Garros","RUS",28.08,"6-0 1-6 6-4",101
"2011-520","Roland Garros","BEL",27.19,"4-6 6-2 6-1",NA
"2011-520","Roland Garros","CRO",23.26,"6-3 2-6 6-2",112
"2011-520","Roland Garros","ITA",25.62,"6-3 7-5",92
"2011-520","Roland Garros","CZE",31.87,"6-7(4) 6-3 6-3",131
"2011-520","Roland Garros","ARG",24.02,"6-1 6-2",56
"2011-520","Roland Garros","RUS",20.24,"5-7 6-3 6-3",142
"2011-520","Roland Garros","FRA",31.01,"6-1 6-3",72
"2011-520","Roland Garros","GER",29.76,"6-4 6-4",99
"2011-520","Roland Garros","FRA",25.85,"7-5 4-6 6-4",141
"2011-520","Roland Garros","ESP",19.36,"4-6 6-3 6-3",139
"2011-520","Roland Garros","USA",19.04,"6-7(0) 6-4 8-6",154
"2011-520","Roland Garros","ITA",33.78,"6-2 7-5",94
"2011-520","Roland Garros","COL",27.52,"1-6 6-4 7-5",121
"2011-520","Roland Garros","NED",22.12,"6-2 6-3",84
"2011-520","Roland Garros","CHI",26.37,"6-4 6-7(2) 6-3",194
"2011-520","Roland Garros","GER",31.63,"6-3 6-3",70
"2011-520","Roland Garros","CZE",27,"7-6(2) 6-2",86
"2011-520","Roland Garros","FRA",27.78,"6-3 5-7 7-5",150
"2011-520","Roland Garros","TUR",23.95,"6-2 6-3",77
"2011-520","Roland Garros","POL",29.02,"6-4 6-1",85
"2011-520","Roland Garros","GER",30.11,"6-4 6-0",56
"2011-520","Roland Garros","CZE",25.83,"4-6 6-3 6-4",94
"2011-520","Roland Garros","FRA",34.14,"3-6 7-6(8) 6-2",117
"2011-520","Roland Garros","FRA",29.9,"6-4 6-2",81
"2011-520","Roland Garros","GER",25.29,"7-6(3) 6-4",109
"2011-520","Roland Garros","SRB",27.8,"3-6 3-2 RET",63
"2011-520","Roland Garros","FRA",28.45,"6-2 5-7 6-0",116
"2011-520","Roland Garros","CAN",26.65,"7-6(3) 7-6(5)",83
"2011-520","Roland Garros","ROU",28.99,"6-7(1) 7-6(5) 7-5",92
"2011-520","Roland Garros","ESP",23.34,"4-6 6-1 6-2",106
"2011-520","Roland Garros","GER",27.79,"6-4 6-4",90
"2011-520","Roland Garros","BEL",27.19,"6-1 6-3",74
"2011-520","Roland Garros","CRO",23.26,"6-1 3-6 7-5",137
"2011-520","Roland Garros","ARG",24.02,"5-7 6-2 6-3",108
"2011-520","Roland Garros","FRA",31.01,"7-5 6-7(8) 6-2",134
"2011-520","Roland Garros","GER",29.76,"3-6 6-3 7-5",122
"2011-520","Roland Garros","ESP",19.36,"6-2 7-6(5)",96
"2011-520","Roland Garros","COL",27.52,"7-5 4-6 6-1",128
"2011-520","Roland Garros","NED",22.12,"6-4 7-6(1)",120
"2011-520","Roland Garros","GER",31.63,"1-6 6-4 6-4",119
"2011-520","Roland Garros","FRA",27.78,"6-4 4-0 RET",59
"2011-520","Roland Garros","POL",29.02,"2-6 7-5 6-1",136
"2011-520","Roland Garros","CZE",25.83,"7-5 6-1",67
"2011-520","Roland Garros","FRA",29.9,"6-4 7-6(5)",80
"2011-520","Roland Garros","FRA",28.45,"6-7(6) 6-2 6-2",127
"2011-520","Roland Garros","CAN",26.65,"6-1 6-3",58
"2011-520","Roland Garros","ESP",23.34,"6-4 6-3",93
"2011-520","Roland Garros","ESP",24.97,"6-4 6-7(2) 6-7(2) 6-2 6-4",241
"2011-520","Roland Garros","ESP",25.33,"7-6(5) 6-3 6-3",156
"2011-520","Roland Garros","CRO",23.26,"4-6 6-3 6-2 3-1 RET",117
"2011-520","Roland Garros","RUS",29.97,"7-6(2) 6-1 6-3",129
"2011-520","Roland Garros","USA",23.62,"3-6 6-1 6-2 6-4",125
"2011-520","Roland Garros","CRO",32.18,"6-4 6-3 6-4",122
"2011-520","Roland Garros","BEL",30.84,"7-5 3-6 6-3 3-6 6-1",180
"2011-520","Roland Garros","ESP",27.52,"6-2 7-5 4-6 6-4",207
"2011-520","Roland Garros","USA",29.45,"6-2 6-7(11) 6-2 6-4",185
"2011-520","Roland Garros","NED",24.13,"6-2 7-6(3) 6-3",115
"2011-520","Roland Garros","FRA",24.27,"6-2 6-4 6-4",95
"2011-520","Roland Garros","FRA",26.4,"6-3 4-6 6-1 6-0",138
"2011-520","Roland Garros","CYP",25.93,"7-6(4) 6-2 6-2",144
"2011-520","Roland Garros","ARG",24.02,"3-6 7-6(5) 6-2 6-2",154
"2011-520","Roland Garros","ESP",23.34,"6-3 6-7(5) 4-6 6-1 6-3",267
"2011-520","Roland Garros","SWE",26.77,"6-1 6-7(5) 6-3 7-5",168
"2011-520","Roland Garros","GBR",24.02,"6-4 6-1 6-3",104
"2011-520","Roland Garros","ITA",25.62,"6-1 6-3 6-7(5) 6-2",147
"2011-520","Roland Garros","FRA",33.43,"6-3 1-6 7-6(9) 6-4",201
"2011-520","Roland Garros","GER",30.89,"6-4 4-6 6-3 6-4",150
"2011-520","Roland Garros","UKR",22.54,"6-3 6-3 6-1",90
"2011-520","Roland Garros","AUT",24.17,"6-1 6-7(5) 6-2 6-0",148
"2011-520","Roland Garros","GER",25,"6-7(5) 6-3 6-3 6-2",171
"2011-520","Roland Garros","SRB",25.28,"6-4 6-3 6-3",114
"2011-520","Roland Garros","POL",29.02,"3-6 2-6 7-6(3) 7-6(5) 6-4",230
"2011-520","Roland Garros","ARG",28.3,"7-5 6-4 6-2",127
"2011-520","Roland Garros","COL",27.52,"7-6(2) 6-1 6-1",116
"2011-520","Roland Garros","GER",27.63,"6-3 4-6 6-4 6-3",177
"2011-520","Roland Garros","RSA",25.01,"6-4 6-4 6-7(6) 6-3",186
"2011-520","Roland Garros","ARG",31.73,"7-6(5) 6-1 6-1",104
"2011-520","Roland Garros","CZE",25.83,"3-6 6-2 6-4 3-6 7-5",186
"2011-520","Roland Garros","AUT",30,"6-3 6-4 6-2",118
"2011-520","Roland Garros","ESP",29.14,"6-3 6-3 6-1",85
"2011-520","Roland Garros","FRA",29.42,"4-6 6-1 6-2 6-0",149
"2011-520","Roland Garros","JPN",21.39,"6-1 6-3 6-4",145
"2011-520","Roland Garros","UKR",25.37,"6-7(7) 6-3 6-3 6-3",173
"2011-520","Roland Garros","BEL",27.19,"6-7(5) 6-3 6-3 6-3",146
"2011-520","Roland Garros","GER",27.16,"7-6(3) 6-0 6-4",103
"2011-520","Roland Garros","FRA",20.99,"6-2 6-3 6-2",91
"2011-520","Roland Garros","FRA",24.72,"4-6 6-3 7-5 6-0",137
"2011-520","Roland Garros","SUI",26.15,"4-6 6-3 6-4 6-2",147
"2011-520","Roland Garros","NED",22.12,"7-6(5) 6-3 6-3",143
"2011-520","Roland Garros","RUS",27.85,"6-4 6-1 6-3",92
"2011-520","Roland Garros","FRA",26.09,"6-3 6-2 6-2",118
"2011-520","Roland Garros","SRB",26.91,"7-6(1) 6-1 6-0",125
"2011-520","Roland Garros","ESP",23.12,"6-3 3-6 7-6(6) 6-4",201
"2011-520","Roland Garros","FRA",22.34,"6-2 5-7 6-7(4) 6-4 6-1",232
"2011-520","Roland Garros","SUI",29.79,"6-3 6-4 7-6(3)",119
"2011-520","Roland Garros","FRA",31.01,"3-6 3-6 6-2 6-2 9-7",203
"2011-520","Roland Garros","ITA",23.99,"6-4 6-2 6-2",103
"2011-520","Roland Garros","TUR",23.95,"6-4 4-6 7-6(1) 6-4",177
"2011-520","Roland Garros","ESP",27.96,"6-1 7-5 4-6 6-3",148
"2011-520","Roland Garros","ESP",33.37,"7-6(5) 6-4 6-4",173
"2011-520","Roland Garros","ESP",30.48,"6-4 6-4 6-2",105
"2011-520","Roland Garros","KAZ",23.4,"6-2 6-4 6-4",116
"2011-520","Roland Garros","RUS",28.91,"7-5 6-2 6-4",142
"2011-520","Roland Garros","FRA",24.93,"7-5 6-3 6-0",123
"2011-520","Roland Garros","ESP",25.11,"6-3 3-6 7-6(6) 6-2",178
"2011-520","Roland Garros","ITA",27.25,"6-3 7-5 7-5",133
"2011-520","Roland Garros","BRA",23.39,"6-4 6-4 6-7(4) 7-6(5)",199
"2011-520","Roland Garros","ARG",22.66,"6-7(7) 6-3 7-5 6-4",193
"2011-520","Roland Garros","SLO",24.21,"6-1 6-4 6-2",116
"2011-520","Roland Garros","ROU",29.83,"7-5 4-6 6-1 7-6(4)",163
"2011-520","Roland Garros","SRB",24,"6-2 6-1 6-3",92
"2011-520","Roland Garros","ESP",24.97,"7-5 6-3 7-6(4)",198
"2011-520","Roland Garros","CRO",23.26,"3-6 6-2 7-5 3-6 6-1",199
"2011-520","Roland Garros","CRO",32.18,"7-6(2) 6-4 6-4",125
"2011-520","Roland Garros","ESP",27.52,"4-6 6-3 7-6(5) 6-1",159
"2011-520","Roland Garros","USA",29.45,"7-6(1) 6-2 6-1",132
"2011-520","Roland Garros","FRA",26.4,"4-6 6-4 6-1 6-4",158
"2011-520","Roland Garros","ARG",24.02,"7-5 6-4 7-6(6)",152
"2011-520","Roland Garros","SWE",26.77,"6-3 6-4 6-4",116
"2011-520","Roland Garros","GBR",24.02,"7-6(3) 6-4 7-5",171
"2011-520","Roland Garros","GER",30.89,"7-6(6) 3-6 7-5 6-4",216
"2011-520","Roland Garros","UKR",22.54,"6-2 6-4 6-2",96
"2011-520","Roland Garros","SRB",25.28,"6-2 6-2 7-6(4)",127
"2011-520","Roland Garros","POL",29.02,"6-3 7-6(4) 6-3",169
"2011-520","Roland Garros","COL",27.52,"4-6 7-6(4) 6-1 6-2",178
"2011-520","Roland Garros","ARG",31.73,"3-6 6-3 6-4 4-6 6-2",201
"2011-520","Roland Garros","CZE",25.83,"6-7(4) 6-4 4-6 7-6(3) 6-4",239
"2011-520","Roland Garros","ESP",29.14,"6-3 6-4 6-2",119
"2011-520","Roland Garros","UKR",25.37,"6-1 3-6 6-3 7-6(3)",168
"2011-520","Roland Garros","BEL",27.19,"7-5 6-4 6-4",116
"2011-520","Roland Garros","FRA",24.72,"6-3 1-6 6-1 6-3",158
"2011-520","Roland Garros","SUI",26.15,"6-3 6-2 6-4",98
"2011-520","Roland Garros","FRA",26.09,"6-3 7-6(4) 6-3",156
"2011-520","Roland Garros","SRB",26.91,"6-1 6-3 6-0",82
"2011-520","Roland Garros","SUI",29.79,"6-3 6-0 6-2",84
"2011-520","Roland Garros","ITA",23.99,"6-2 6-1 6-0",69
"2011-520","Roland Garros","ESP",27.96,"6-4 1-6 6-2 4-6 13-11",238
"2011-520","Roland Garros","ESP",30.48,"6-7(5) 6-4 6-1 6-2",190
"2011-520","Roland Garros","RUS",28.91,"6-3 7-5 6-4",165
"2011-520","Roland Garros","FRA",24.93,"4-6 6-3 6-2 6-4",179
"2011-520","Roland Garros","BRA",23.39,"6-1 6-2 6-4",90
"2011-520","Roland Garros","ARG",22.66,"6-3 6-2 6-4",132
"2011-520","Roland Garros","SRB",24,"6-4 6-1 2-3 RET",89
"2011-520","Roland Garros","ESP",24.97,"6-1 6-3 6-0",101
"2011-520","Roland Garros","CRO",32.18,"6-3 7-6(6) 6-4",134
"2011-520","Roland Garros","FRA",26.4,"6-3 6-4 6-2",120
"2011-520","Roland Garros","SWE",26.77,"6-1 6-4 6-3",109
"2011-520","Roland Garros","GBR",24.02,"6-2 6-3 6-2",127
"2011-520","Roland Garros","SRB",25.28,"6-4 3-6 6-3 6-4",166
"2011-520","Roland Garros","COL",27.52,"6-7(4) 6-4 7-5 6-4",227
"2011-520","Roland Garros","ARG",31.73,"6-2 6-4 3-6 7-6(5)",155
"2011-520","Roland Garros","ESP",29.14,"6-1 6-1 6-3",96
"2011-520","Roland Garros","FRA",24.72,"6-3 6-4 7-5",122
"2011-520","Roland Garros","SUI",26.15,"4-6 6-7(3) 7-6(5) 6-2 6-3",243
"2011-520","Roland Garros","SUI",29.79,"6-1 6-4 6-3",90
"2011-520","Roland Garros","ITA",23.99,"4-6 6-3 6-3 6-1",144
"2011-520","Roland Garros","ESP",30.48,"6-1 7-6(0) 6-1",138
"2011-520","Roland Garros","FRA",24.93,"6-2 6-3 3-6 6-3",164
"2011-520","Roland Garros","SRB",24,"6-3 3-6 6-3 6-2",176
"2011-520","Roland Garros","ESP",24.97,"7-5 6-3 6-3",146
"2011-520","Roland Garros","SWE",26.77,"6-2 6-3 7-6(5)",136
"2011-520","Roland Garros","GBR",24.02,"4-6 4-6 6-3 6-2 7-5",236
"2011-520","Roland Garros","ARG",31.73,"4-6 6-2 1-6 7-6(5) 6-2",235
"2011-520","Roland Garros","FRA",24.72,"6-4 2-6 7-5 1-6 8-6",247
"2011-520","Roland Garros","SUI",29.79,"6-3 6-2 7-5",106
"2011-520","Roland Garros","ITA",23.99,"4-6 6-4 3-6 6-3 11-9",262
"2011-520","Roland Garros","SRB",24,"6-4 6-4 6-2",107
"2011-520","Roland Garros","ESP",24.97,"6-4 6-1 7-6(3)",155
"2011-520","Roland Garros","GBR",24.02,"7-6(2) 7-5 6-2",173
"2011-520","Roland Garros","SUI",29.79,"6-4 6-3 7-6(3)",154
"2011-520","Roland Garros","SRB",24,"W/O",NA
"2011-520","Roland Garros","ESP",24.97,"6-4 7-5 6-4",197
"2011-520","Roland Garros","SUI",29.79,"7-6(5) 6-3 3-6 7-6(5)",219
"2011-520","Roland Garros","ESP",24.97,"7-5 7-6(3) 5-7 6-1",220
"2011-540","Wimbledon","BEL",20.53,"3-6 6-3 6-3",97
"2011-540","Wimbledon","BLR",20.93,"6-2 7-6(3)",71
"2011-540","Wimbledon","ESP",29.67,"3-6 6-1 6-4",108
"2011-540","Wimbledon","NED",23.84,"6-1 2-0 RET",27
"2011-540","Wimbledon","POL",29.1,"6-2 6-3",56
"2011-540","Wimbledon","CRO",22.97,"7-6(5) 1-6 6-4",137
"2011-540","Wimbledon","FRA",27.86,"7-6(4) 6-4",85
"2011-540","Wimbledon","FRA",25.75,"3-6 7-5 6-3",108
"2011-540","Wimbledon","COL",24.41,"4-6 6-4 6-2",131
"2011-540","Wimbledon","AUS",18.66,"6-4 5-7 6-4",108
"2011-540","Wimbledon","MON",31.73,"4-0 RET",21
"2011-540","Wimbledon","BRA",27.38,"2-0 RET",7
"2011-540","Wimbledon","NED",22.2,"3-6 7-6(5) 6-4",138
"2011-540","Wimbledon","AUS",25.89,"7-6(2) 7-6(5)",83
"2011-540","Wimbledon","FRA",21.07,"6-3 6-0",57
"2011-540","Wimbledon","AUS",25.86,"6-2 6-4",76
"2011-540","Wimbledon","BRA",26.12,"2-6 6-4 6-4",113
"2011-540","Wimbledon","EST",23.23,"6-1 2-0 RET",37
"2011-540","Wimbledon","GBR",24.87,"6-3 6-4",75
"2011-540","Wimbledon","GER",25.37,"7-6(3) 6-3",84
"2011-540","Wimbledon","BEL",27.27,"6-7(4) 6-4 13-11",170
"2011-540","Wimbledon","SUI",29.77,"6-2 6-1",51
"2011-540","Wimbledon","DEN",27.81,"7-6(8) 6-3",97
"2011-540","Wimbledon","SVK",29.21,"6-2 6-3",63
"2011-540","Wimbledon","SLO",24.72,"6-4 3-6 8-6",109
"2011-540","Wimbledon","BRA",31.97,"6-3 7-6(3)",90
"2011-540","Wimbledon","BIH",28.97,"7-6(5) 6-4",84
"2011-540","Wimbledon","RSA",31.04,"6-3 6-4",70
"2011-540","Wimbledon","POL",20.6,"6-4 6-7(4) 15-13",164
"2011-540","Wimbledon","GBR",17.72,"6-3 6-2",48
"2011-540","Wimbledon","USA",24.37,"4-6 6-1 6-2",90
"2011-540","Wimbledon","AUT",24.91,"6-4 6-2",52
"2011-540","Wimbledon","ITA",27.67,"6-4 6-3",67
"2011-540","Wimbledon","ESP",29.39,"6-3 7-5",81
"2011-540","Wimbledon","ESP",23.18,"6-0 4-2 RET",51
"2011-540","Wimbledon","GBR",17.46,"6-3 1-6 12-10",127
"2011-540","Wimbledon","CAN",26.73,"6-2 6-4",53
"2011-540","Wimbledon","THA",29.86,"6-4 3-6 6-4",85
"2011-540","Wimbledon","FRA",26.95,"6-4 6-1",76
"2011-540","Wimbledon","ITA",28.07,"2-6 7-6(1) 6-3",116
"2011-540","Wimbledon","AUS",22.38,"7-5 4-6 6-2",128
"2011-540","Wimbledon","IRL",29.75,"6-3 4-6 8-6",127
"2011-540","Wimbledon","CRO",22.49,"6-2 6-2",55
"2011-540","Wimbledon","RUS",20.32,"7-6(4) 6-4",83
"2011-540","Wimbledon","FRA",34.22,"6-4 6-2",73
"2011-540","Wimbledon","GER",27.87,"7-6(9) 6-3",107
"2011-540","Wimbledon","CAN",20.99,"4-6 6-3 6-2",94
"2011-540","Wimbledon","FRA",27.56,"6-3 6-1",63
"2011-540","Wimbledon","ITA",25.7,"7-6(4) 6-3",86
"2011-540","Wimbledon","GER",27.92,"6-3 2-6 6-2",74
"2011-540","Wimbledon","FRA",24.06,"6-3 6-4",59
"2011-540","Wimbledon","AUS",23.56,"4-6 7-6(4) 6-4",143
"2011-540","Wimbledon","USA",19.12,"6-7(4) 7-6(4) 6-3",138
"2011-540","Wimbledon","FRA",23.37,"7-6(3) 2-6 6-2",125
"2011-540","Wimbledon","GER",20.7,"6-4 6-4",71
"2011-540","Wimbledon","RUS",25.65,"6-4 6-4",61
"2011-540","Wimbledon","CZE",27.08,"6-7(7) 6-4 6-1",128
"2011-540","Wimbledon","ESP",23.24,"6-2 4-6 6-4",92
"2011-540","Wimbledon","BEL",23.43,"6-3 6-4",54
"2011-540","Wimbledon","JPN",22.75,"3-6 6-3 10-8",130
"2011-540","Wimbledon","JPN",26.79,"6-4 6-4",83
"2011-540","Wimbledon","HUN",19.36,"7-6(4) 6-1",83
"2011-540","Wimbledon","RSA",25.29,"2-6 6-3 7-5",105
"2011-540","Wimbledon","SVK",23.63,"6-2 7-5",57
"2011-540","Wimbledon","BEL",20.53,"3-6 6-1 7-5",91
"2011-540","Wimbledon","NED",23.84,"6-7(9) 6-1 7-5",130
"2011-540","Wimbledon","POL",29.1,"6-2 4-6 6-4",124
"2011-540","Wimbledon","FRA",27.86,"7-6(2) 3-6 6-3",109
"2011-540","Wimbledon","AUS",18.66,"6-1 6-4",76
"2011-540","Wimbledon","MON",31.73,"6-4 4-6 6-4",113
"2011-540","Wimbledon","AUS",25.89,"7-6(5) 6-2",69
"2011-540","Wimbledon","AUS",25.86,"6-4 6-4",90
"2011-540","Wimbledon","EST",23.23,"6-4 6-7(4) 7-5",143
"2011-540","Wimbledon","GER",25.37,"6-3 7-6(5)",104
"2011-540","Wimbledon","SUI",29.77,"6-3 3-0 RET",64
"2011-540","Wimbledon","SVK",29.21,"7-6(0) 6-2",75
"2011-540","Wimbledon","SLO",24.72,"6-4 6-4",71
"2011-540","Wimbledon","RSA",31.04,"6-4 7-6(4)",77
"2011-540","Wimbledon","POL",20.6,"7-6(3) 6-1",70
"2011-540","Wimbledon","AUT",24.91,"6-4 6-2",77
"2011-540","Wimbledon","ITA",27.67,"2-6 6-3 6-4",148
"2011-540","Wimbledon","ESP",23.18,"6-1 6-2",56
"2011-540","Wimbledon","CAN",26.73,"6-1 6-4",50
"2011-540","Wimbledon","ITA",28.07,"6-3 6-3",72
"2011-540","Wimbledon","IRL",29.75,"4-6 7-5 6-2",134
"2011-540","Wimbledon","CRO",22.49,"6-1 7-6(5)",86
"2011-540","Wimbledon","FRA",34.22,"6-4 6-4",69
"2011-540","Wimbledon","FRA",27.56,"6-4 7-5",89
"2011-540","Wimbledon","ITA",25.7,"6-3 6-1",57
"2011-540","Wimbledon","FRA",24.06,"7-6(5) 7-6(4)",107
"2011-540","Wimbledon","USA",19.12,"6-3 6-3",68
"2011-540","Wimbledon","GER",20.7,"5-7 6-4 6-2",114
"2011-540","Wimbledon","ESP",23.24,"7-5 5-7 6-4",116
"2011-540","Wimbledon","BEL",23.43,"3-6 6-4 16-14",185
"2011-540","Wimbledon","JPN",26.79,"6-4 6-3",76
"2011-540","Wimbledon","SVK",23.63,"6-2 6-7(5) 10-8",143
"2011-540","Wimbledon","NED",23.84,"7-6(7) 6-3 4-6 7-5",158
"2011-540","Wimbledon","POL",29.1,"6-3 7-6(7) 6-7(4) 6-1",257
"2011-540","Wimbledon","AUS",18.66,"6-1 6-4 6-1",107
"2011-540","Wimbledon","AUS",25.86,"7-6(9) 6-7(3) 7-6(3) 4-6 6-1",331
"2011-540","Wimbledon","GER",25.37,"2-6 6-4 4-6 6-3 6-3",199
"2011-540","Wimbledon","SVK",29.21,"7-5 3-6 6-4 6-3",203
"2011-540","Wimbledon","RSA",31.04,"6-2 6-7(5) 6-2 6-4",156
"2011-540","Wimbledon","AUT",24.91,"6-4 6-7(5) 4-6 6-3 8-6",271
"2011-540","Wimbledon","ITA",27.67,"2-6 6-2 7-6(10) 7-5",246
